V0_tanh,V1_tanh,V6_tanh,V7_tanh,V16_tanh,V17_tanh,V38_tanh,V2_power3,V3_power3,V10_power3,V11_power3,V20_power3,V21_power3,V30_power3,V31_power3,V4_sqrt,V5_sqrt,V12_sqrt,V13_sqrt,V22_sqrt,V23_sqrt,V32_sqrt,V33_sqrt,V8,V9,V18,V19,V26,V27,V34,V36,V37,V14,V15,V24,V25,V40,V41,V42,V43,V28_log,V29_log,V35_log,V39_log,label
1.0,1.0,1.0,1.0,1.0,1.0,1.0,474552.0,343000.0,226981.0,216000.0,287496.0,328509.0,438976.0,357911.0,8.306623862918075,8.06225774829855,8.06225774829855,7.681145747868608,7.416198487095663,7.280109889280518,8.06225774829855,7.14142842854285,69.0,66.0,65.0,69.0,66.0,69.0,72.0,72.0,73.0,60.0,59.0,61.0,56.0,41.0,36.0,25.0,27.0,4.31748811353631,4.189654742026425,4.31748811353631,4.143134726391533,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,262144.0,274625.0,343000.0,205379.0,571787.0,571787.0,357911.0,250047.0,8.366600265340756,8.306623862918075,8.48528137423857,8.12403840463596,8.48528137423857,8.306623862918075,7.3484692283495345,7.14142842854285,63.0,59.0,79.0,70.0,80.0,83.0,71.0,61.0,56.0,69.0,68.0,73.0,78.0,66.0,67.0,49.0,54.0,4.2626798770413155,4.248495242049359,4.248495242049359,4.330733340286331,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,438976.0,592704.0,456533.0,474552.0,531441.0,438976.0,373248.0,438976.0,8.48528137423857,8.48528137423857,8.366600265340756,8.12403840463596,8.366600265340756,8.0,8.06225774829855,7.874007874011811,73.0,70.0,57.0,64.0,49.0,54.0,67.0,70.0,70.0,59.0,58.0,48.0,47.0,58.0,58.0,51.0,52.0,4.127134385045092,4.1588830833596715,4.219507705176107,4.060443010546419,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,287496.0,287496.0,421875.0,357911.0,438976.0,405224.0,328509.0,357911.0,8.12403840463596,8.18535277187245,8.602325267042627,8.48528137423857,8.831760866327848,8.717797887081348,7.745966692414834,7.681145747868608,70.0,65.0,72.0,71.0,60.0,63.0,68.0,72.0,69.0,63.0,66.0,60.0,52.0,66.0,67.0,56.0,56.0,4.143134726391533,4.110873864173311,4.204692619390966,4.219507705176107,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,551368.0,592704.0,328509.0,373248.0,474552.0,438976.0,405224.0,456533.0,8.426149773176359,8.426149773176359,7.937253933193772,7.874007874011811,8.48528137423857,8.717797887081348,7.54983443527075,7.874007874011811,61.0,58.0,70.0,69.0,62.0,62.0,60.0,68.0,69.0,56.0,54.0,58.0,63.0,63.0,63.0,56.0,48.0,4.060443010546419,4.04305126783455,3.970291913552122,3.8918202981106265,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,456533.0,405224.0,389017.0,389017.0,474552.0,314432.0,357911.0,343000.0,8.18535277187245,7.810249675906654,8.54400374531753,8.12403840463596,8.54400374531753,8.366600265340756,8.0,8.0,74.0,69.0,71.0,65.0,68.0,67.0,66.0,70.0,68.0,62.0,64.0,61.0,59.0,61.0,43.0,44.0,37.0,4.23410650459726,4.189654742026425,4.219507705176107,3.9318256327243257,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,456533.0,493039.0,405224.0,493039.0,421875.0,405224.0,357911.0,274625.0,7.810249675906654,7.681145747868608,8.0,7.681145747868608,8.54400374531753,7.874007874011811,7.483314773547883,7.0,65.0,66.0,81.0,80.0,63.0,70.0,68.0,67.0,70.0,53.0,54.0,66.0,63.0,54.0,43.0,55.0,37.0,4.143134726391533,4.0943445622221,4.127134385045092,4.127134385045092,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,373248.0,421875.0,438976.0,421875.0,405224.0,474552.0,456533.0,456533.0,7.745966692414834,7.810249675906654,8.48528137423857,7.937253933193772,8.48528137423857,8.54400374531753,8.0,7.874007874011811,61.0,63.0,60.0,63.0,62.0,68.0,59.0,63.0,67.0,55.0,56.0,55.0,54.0,68.0,68.0,82.0,66.0,4.143134726391533,4.1588830833596715,4.174387269895637,4.356708826689592,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,405224.0,421875.0,389017.0,343000.0,405224.0,421875.0,389017.0,314432.0,8.660254037844387,8.306623862918075,8.717797887081348,8.54400374531753,8.717797887081348,8.426149773176359,7.745966692414834,7.615773105863909,67.0,66.0,75.0,67.0,80.0,78.0,68.0,66.0,61.0,73.0,69.0,74.0,68.0,73.0,65.0,58.0,53.0,4.2626798770413155,4.204692619390966,4.219507705176107,4.2626798770413155,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,166375.0,132651.0,238328.0,226981.0,512000.0,300763.0,314432.0,262144.0,7.681145747868608,7.681145747868608,8.18535277187245,7.810249675906654,8.831760866327848,8.54400374531753,7.416198487095663,7.745966692414834,66.0,59.0,64.0,61.0,62.0,53.0,66.0,75.0,70.0,67.0,61.0,53.0,44.0,71.0,67.0,62.0,62.0,4.174387269895637,4.110873864173311,4.219507705176107,4.343805421853684,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,512000.0,456533.0,456533.0,474552.0,456533.0,456533.0,421875.0,474552.0,8.306623862918075,8.0,8.426149773176359,8.306623862918075,8.0,7.810249675906654,7.810249675906654,8.306623862918075,70.0,68.0,67.0,65.0,61.0,54.0,65.0,71.0,71.0,58.0,55.0,48.0,45.0,28.0,39.0,36.0,35.0,4.189654742026425,4.174387269895637,4.060443010546419,4.0943445622221,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,300763.0,300763.0,314432.0,389017.0,373248.0,300763.0,456533.0,373248.0,8.660254037844387,8.831760866327848,7.745966692414834,8.12403840463596,7.745966692414834,7.937253933193772,8.306623862918075,7.615773105863909,60.0,62.0,67.0,60.0,70.0,64.0,64.0,70.0,54.0,69.0,75.0,65.0,64.0,70.0,46.0,56.0,46.0,4.127134385045092,4.143134726391533,4.1588830833596715,3.8501476017100584,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,274625.0,405224.0,438976.0,493039.0,456533.0,474552.0,405224.0,357911.0,7.937253933193772,8.0,8.366600265340756,8.306623862918075,8.06225774829855,8.366600265340756,7.874007874011811,7.874007874011811,73.0,71.0,79.0,76.0,65.0,61.0,69.0,72.0,72.0,55.0,64.0,60.0,60.0,61.0,64.0,55.0,54.0,4.248495242049359,4.174387269895637,4.204692619390966,4.189654742026425,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,373248.0,314432.0,373248.0,314432.0,287496.0,287496.0,474552.0,421875.0,8.366600265340756,8.426149773176359,8.717797887081348,8.831760866327848,8.18535277187245,8.660254037844387,7.874007874011811,7.810249675906654,64.0,62.0,59.0,53.0,64.0,55.0,67.0,66.0,64.0,68.0,73.0,65.0,67.0,73.0,75.0,63.0,62.0,4.2626798770413155,4.276666119016055,4.189654742026425,4.31748811353631,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,373248.0,343000.0,314432.0,389017.0,456533.0,405224.0,421875.0,438976.0,8.48528137423857,8.717797887081348,8.0,8.06225774829855,7.874007874011811,7.745966692414834,7.681145747868608,7.937253933193772,62.0,57.0,63.0,55.0,60.0,60.0,67.0,74.0,66.0,67.0,60.0,56.0,57.0,74.0,73.0,65.0,67.0,4.110873864173311,4.110873864173311,4.143134726391533,4.343805421853684,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,343000.0,405224.0,373248.0,373248.0,421875.0,421875.0,300763.0,373248.0,7.681145747868608,8.0,8.366600265340756,8.48528137423857,8.602325267042627,8.717797887081348,7.280109889280518,7.483314773547883,64.0,65.0,65.0,69.0,74.0,73.0,65.0,66.0,68.0,64.0,62.0,65.0,64.0,71.0,75.0,61.0,64.0,4.174387269895637,4.248495242049359,4.219507705176107,4.382026634673881,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,421875.0,474552.0,438976.0,328509.0,421875.0,373248.0,438976.0,405224.0,8.306623862918075,8.306623862918075,8.54400374531753,8.426149773176359,8.774964387392123,8.888194417315589,7.937253933193772,7.810249675906654,68.0,59.0,75.0,65.0,70.0,64.0,64.0,66.0,64.0,67.0,65.0,75.0,75.0,73.0,72.0,64.0,61.0,4.290459441148391,4.31748811353631,4.143134726391533,4.31748811353631,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,421875.0,456533.0,373248.0,357911.0,438976.0,456533.0,421875.0,438976.0,8.660254037844387,8.48528137423857,7.874007874011811,8.06225774829855,8.246211251235321,8.48528137423857,7.615773105863909,7.937253933193772,68.0,75.0,77.0,81.0,65.0,68.0,72.0,65.0,70.0,59.0,64.0,66.0,63.0,64.0,63.0,50.0,50.0,4.23410650459726,4.174387269895637,4.31748811353631,4.2626798770413155,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,389017.0,421875.0,405224.0,474552.0,405224.0,373248.0,405224.0,438976.0,7.745966692414834,7.615773105863909,8.18535277187245,8.0,8.0,8.12403840463596,7.54983443527075,7.745966692414834,65.0,61.0,60.0,61.0,58.0,53.0,59.0,55.0,60.0,59.0,57.0,51.0,51.0,45.0,56.0,43.0,50.0,4.23410650459726,4.143134726391533,4.1588830833596715,4.07753744390572,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,195112.0,300763.0,157464.0,314432.0,148877.0,343000.0,287496.0,421875.0,7.211102550927978,7.810249675906654,7.3484692283495345,8.366600265340756,7.280109889280518,8.18535277187245,7.416198487095663,7.745966692414834,44.0,61.0,41.0,59.0,52.0,68.0,57.0,58.0,71.0,49.0,70.0,48.0,57.0,52.0,64.0,52.0,54.0,4.060443010546419,4.219507705176107,4.219507705176107,4.2626798770413155,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,262144.0,373248.0,314432.0,474552.0,474552.0,421875.0,405224.0,421875.0,7.483314773547883,8.0,8.660254037844387,8.0,8.246211251235321,8.12403840463596,7.615773105863909,7.615773105863909,68.0,70.0,67.0,67.0,68.0,67.0,66.0,59.0,58.0,67.0,67.0,65.0,62.0,59.0,54.0,43.0,49.0,4.1588830833596715,4.219507705176107,4.23410650459726,4.1588830833596715,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,357911.0,373248.0,421875.0,343000.0,405224.0,357911.0,438976.0,421875.0,8.18535277187245,8.48528137423857,8.660254037844387,8.660254037844387,8.602325267042627,8.888194417315589,7.937253933193772,7.745966692414834,54.0,55.0,61.0,62.0,62.0,61.0,65.0,49.0,48.0,75.0,70.0,72.0,76.0,75.0,74.0,66.0,67.0,4.2626798770413155,4.219507705176107,4.248495242049359,4.219507705176107,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,343000.0,343000.0,343000.0,421875.0,405224.0,421875.0,328509.0,421875.0,7.874007874011811,8.18535277187245,8.306623862918075,8.366600265340756,8.246211251235321,8.246211251235321,7.937253933193772,8.0,69.0,70.0,64.0,64.0,64.0,56.0,62.0,74.0,68.0,65.0,68.0,66.0,66.0,74.0,70.0,65.0,58.0,4.2626798770413155,4.219507705176107,4.127134385045092,4.31748811353631,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,328509.0,238328.0,405224.0,300763.0,474552.0,456533.0,300763.0,300763.0,8.602325267042627,8.48528137423857,8.426149773176359,8.306623862918075,8.717797887081348,8.888194417315589,7.810249675906654,7.615773105863909,68.0,59.0,70.0,66.0,70.0,74.0,66.0,58.0,47.0,71.0,70.0,74.0,77.0,73.0,66.0,58.0,52.0,4.204692619390966,4.276666119016055,4.1588830833596715,4.204692619390966,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,405224.0,373248.0,287496.0,262144.0,474552.0,474552.0,405224.0,357911.0,8.48528137423857,8.717797887081348,8.660254037844387,8.366600265340756,8.54400374531753,8.366600265340756,7.937253933193772,7.937253933193772,67.0,66.0,82.0,80.0,73.0,79.0,71.0,50.0,58.0,74.0,77.0,79.0,75.0,66.0,58.0,37.0,38.0,4.3694478524670215,4.356708826689592,4.290459441148391,4.219507705176107,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,262144.0,274625.0,343000.0,405224.0,274625.0,405224.0,373248.0,474552.0,7.483314773547883,7.874007874011811,7.937253933193772,8.0,7.937253933193772,8.06225774829855,8.0,8.18535277187245,71.0,74.0,66.0,75.0,64.0,68.0,69.0,65.0,70.0,57.0,64.0,54.0,59.0,56.0,63.0,50.0,51.0,4.174387269895637,4.30406509320417,4.2626798770413155,4.219507705176107,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,287496.0,405224.0,140608.0,157464.0,421875.0,474552.0,250047.0,328509.0,8.246211251235321,8.246211251235321,8.366600265340756,8.660254037844387,8.426149773176359,8.888194417315589,7.211102550927978,7.615773105863909,40.0,42.0,67.0,65.0,72.0,69.0,64.0,59.0,59.0,63.0,67.0,69.0,75.0,67.0,69.0,58.0,63.0,4.204692619390966,4.23410650459726,4.174387269895637,4.330733340286331,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,216000.0,274625.0,343000.0,343000.0,405224.0,421875.0,373248.0,343000.0,8.306623862918075,8.306623862918075,8.888194417315589,8.717797887081348,8.94427190999916,8.602325267042627,7.937253933193772,8.0,66.0,63.0,73.0,68.0,67.0,64.0,70.0,67.0,61.0,73.0,70.0,73.0,71.0,70.0,74.0,66.0,66.0,4.2626798770413155,4.248495242049359,4.2626798770413155,4.23410650459726,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,274625.0,185193.0,343000.0,205379.0,343000.0,175616.0,328509.0,287496.0,8.0,7.937253933193772,8.54400374531753,8.306623862918075,8.717797887081348,8.18535277187245,7.874007874011811,7.874007874011811,59.0,55.0,57.0,52.0,69.0,60.0,67.0,65.0,60.0,71.0,70.0,64.0,60.0,77.0,75.0,63.0,60.0,4.1588830833596715,4.143134726391533,4.248495242049359,4.343805421853684,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,328509.0,314432.0,328509.0,314432.0,456533.0,357911.0,474552.0,405224.0,8.660254037844387,7.937253933193772,8.306623862918075,8.18535277187245,7.937253933193772,7.937253933193772,8.0,7.937253933193772,68.0,68.0,70.0,63.0,66.0,65.0,70.0,73.0,69.0,71.0,65.0,65.0,56.0,70.0,62.0,57.0,52.0,4.276666119016055,4.248495242049359,4.2626798770413155,4.248495242049359,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,357911.0,357911.0,438976.0,493039.0,405224.0,512000.0,405224.0,421875.0,8.54400374531753,8.366600265340756,8.06225774829855,8.12403840463596,8.0,8.246211251235321,7.937253933193772,8.0,66.0,63.0,71.0,67.0,68.0,67.0,68.0,76.0,72.0,71.0,71.0,65.0,62.0,77.0,78.0,67.0,65.0,4.1588830833596715,4.204692619390966,4.219507705176107,4.248495242049359,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,389017.0,474552.0,405224.0,405224.0,493039.0,531441.0,373248.0,405224.0,7.745966692414834,7.54983443527075,8.48528137423857,8.12403840463596,8.48528137423857,8.48528137423857,8.0,8.0,63.0,63.0,67.0,69.0,51.0,57.0,64.0,74.0,73.0,56.0,54.0,55.0,55.0,73.0,66.0,62.0,58.0,4.174387269895637,4.189654742026425,4.0943445622221,4.290459441148391,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,357911.0,373248.0,531441.0,493039.0,373248.0,300763.0,389017.0,328509.0,8.774964387392123,8.48528137423857,8.246211251235321,8.48528137423857,7.483314773547883,8.54400374531753,8.12403840463596,7.810249675906654,69.0,65.0,64.0,61.0,62.0,58.0,55.0,52.0,53.0,67.0,71.0,67.0,75.0,71.0,76.0,68.0,70.0,4.060443010546419,4.060443010546419,4.02535169073515,4.060443010546419,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,238328.0,205379.0,389017.0,250047.0,438976.0,421875.0,343000.0,300763.0,8.18535277187245,8.0,8.0,7.874007874011811,8.12403840463596,8.0,7.810249675906654,7.54983443527075,71.0,62.0,70.0,69.0,63.0,67.0,66.0,72.0,64.0,61.0,56.0,62.0,64.0,68.0,66.0,59.0,59.0,4.174387269895637,4.189654742026425,4.219507705176107,4.04305126783455,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,373248.0,405224.0,328509.0,389017.0,389017.0,405224.0,421875.0,438976.0,8.366600265340756,8.426149773176359,8.602325267042627,8.660254037844387,8.48528137423857,8.54400374531753,7.745966692414834,7.874007874011811,70.0,73.0,69.0,71.0,73.0,69.0,69.0,62.0,67.0,62.0,68.0,67.0,62.0,61.0,62.0,49.0,51.0,4.290459441148391,4.31748811353631,4.276666119016055,4.31748811353631,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,343000.0,373248.0,405224.0,343000.0,551368.0,405224.0,314432.0,250047.0,8.366600265340756,8.48528137423857,8.660254037844387,8.717797887081348,8.306623862918075,8.660254037844387,7.54983443527075,7.810249675906654,68.0,71.0,69.0,72.0,70.0,69.0,65.0,51.0,52.0,71.0,75.0,70.0,71.0,73.0,74.0,55.0,56.0,4.204692619390966,4.189654742026425,4.1588830833596715,4.330733340286331,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,238328.0,300763.0,238328.0,262144.0,389017.0,328509.0,300763.0,262144.0,8.602325267042627,8.48528137423857,8.0,7.615773105863909,8.48528137423857,7.937253933193772,8.12403840463596,7.874007874011811,55.0,59.0,72.0,68.0,60.0,57.0,73.0,71.0,70.0,73.0,70.0,69.0,63.0,67.0,67.0,60.0,56.0,3.8501476017100584,3.9512437185814275,4.23410650459726,4.127134385045092,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,328509.0,405224.0,287496.0,328509.0,474552.0,421875.0,373248.0,314432.0,6.708203932499369,6.6332495807108,8.06225774829855,7.681145747868608,8.12403840463596,7.681145747868608,8.246211251235321,8.306623862918075,57.0,62.0,64.0,66.0,65.0,67.0,46.0,69.0,73.0,37.0,41.0,57.0,57.0,39.0,47.0,46.0,50.0,3.828641396489095,3.7376696182833684,3.7612001156935624,3.9512437185814275,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,373248.0,389017.0,373248.0,389017.0,421875.0,512000.0,357911.0,405224.0,7.54983443527075,7.745966692414834,7.810249675906654,8.426149773176359,8.366600265340756,8.366600265340756,7.745966692414834,8.18535277187245,65.0,70.0,69.0,68.0,64.0,69.0,63.0,50.0,59.0,51.0,57.0,58.0,61.0,44.0,52.0,40.0,44.0,4.174387269895637,4.276666119016055,4.143134726391533,4.189654742026425,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,262144.0,357911.0,300763.0,274625.0,531441.0,328509.0,438976.0,456533.0,7.937253933193772,8.306623862918075,8.306623862918075,8.306623862918075,8.831760866327848,8.54400374531753,8.06225774829855,7.874007874011811,61.0,60.0,71.0,65.0,74.0,62.0,75.0,58.0,57.0,65.0,68.0,74.0,73.0,68.0,72.0,55.0,56.0,4.1588830833596715,4.248495242049359,4.30406509320417,4.219507705176107,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,373248.0,175616.0,274625.0,314432.0,103823.0,226981.0,300763.0,238328.0,8.48528137423857,8.18535277187245,7.416198487095663,7.615773105863909,6.557438524302,6.6332495807108,6.855654600401044,6.928203230275509,56.0,56.0,49.0,56.0,60.0,68.0,63.0,58.0,72.0,57.0,62.0,38.0,47.0,60.0,55.0,39.0,45.0,3.7376696182833684,3.8066624897703196,4.1588830833596715,3.9889840465642745,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,328509.0,343000.0,421875.0,389017.0,421875.0,389017.0,438976.0,357911.0,8.54400374531753,8.18535277187245,8.831760866327848,8.306623862918075,8.717797887081348,8.12403840463596,8.12403840463596,8.06225774829855,72.0,66.0,74.0,64.0,63.0,58.0,65.0,71.0,64.0,73.0,61.0,70.0,59.0,72.0,67.0,58.0,59.0,4.204692619390966,4.189654742026425,4.189654742026425,4.110873864173311,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,343000.0,421875.0,314432.0,421875.0,287496.0,421875.0,373248.0,474552.0,7.745966692414834,7.745966692414834,8.06225774829855,8.0,7.745966692414834,8.06225774829855,7.874007874011811,8.306623862918075,64.0,67.0,62.0,68.0,61.0,67.0,66.0,66.0,73.0,58.0,57.0,55.0,51.0,48.0,55.0,47.0,45.0,4.110873864173311,4.1588830833596715,4.248495242049359,4.07753744390572,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,157464.0,42875.0,373248.0,373248.0,373248.0,405224.0,205379.0,300763.0,6.557438524302,8.0,7.937253933193772,8.0,7.937253933193772,7.745966692414834,7.681145747868608,8.0,29.0,28.0,56.0,52.0,57.0,59.0,40.0,57.0,56.0,47.0,44.0,53.0,56.0,76.0,60.0,62.0,53.0,3.332204510175204,3.2188758248682006,3.332204510175204,3.6635616461296463,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,343000.0,373248.0,328509.0,314432.0,438976.0,328509.0,343000.0,300763.0,7.874007874011811,6.6332495807108,8.246211251235321,8.12403840463596,7.745966692414834,7.615773105863909,8.426149773176359,8.06225774829855,53.0,56.0,59.0,55.0,66.0,53.0,65.0,66.0,71.0,55.0,51.0,56.0,54.0,76.0,51.0,66.0,61.0,3.9318256327243257,3.6375861597263857,4.0943445622221,3.828641396489095,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,238328.0,287496.0,373248.0,405224.0,300763.0,262144.0,343000.0,389017.0,8.12403840463596,8.0,8.366600265340756,8.366600265340756,7.937253933193772,7.280109889280518,7.54983443527075,7.54983443527075,62.0,67.0,73.0,70.0,70.0,71.0,68.0,61.0,60.0,69.0,62.0,47.0,35.0,66.0,53.0,50.0,46.0,4.189654742026425,4.204692619390966,4.219507705176107,4.110873864173311,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,250047.0,216000.0,314432.0,175616.0,438976.0,110592.0,300763.0,262144.0,6.708203932499369,6.0,5.656854249492381,7.14142842854285,7.14142842854285,7.810249675906654,6.6332495807108,7.416198487095663,50.0,56.0,50.0,77.0,67.0,26.0,50.0,60.0,60.0,27.0,8.0,18.0,32.0,13.0,9.0,13.0,11.0,3.6635616461296463,3.784189633918261,3.332204510175204,4.07753744390572,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,287496.0,238328.0,226981.0,195112.0,389017.0,287496.0,373248.0,405224.0,8.18535277187245,8.12403840463596,7.211102550927978,7.874007874011811,7.681145747868608,7.615773105863909,7.615773105863909,7.937253933193772,55.0,55.0,59.0,68.0,67.0,86.0,70.0,76.0,66.0,49.0,48.0,42.0,49.0,54.0,65.0,46.0,42.0,4.07753744390572,3.9512437185814275,4.248495242049359,4.060443010546419,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,343000.0,300763.0,274625.0,238328.0,421875.0,373248.0,438976.0,373248.0,7.483314773547883,7.0,8.54400374531753,8.48528137423857,8.660254037844387,8.426149773176359,8.0,7.810249675906654,36.0,32.0,61.0,58.0,68.0,59.0,41.0,51.0,45.0,60.0,52.0,75.0,76.0,75.0,78.0,56.0,49.0,3.091042453358316,2.70805020110221,3.4339872044851463,3.091042453358316,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,493039.0,373248.0,287496.0,328509.0,405224.0,343000.0,389017.0,456533.0,8.0,7.615773105863909,8.246211251235321,8.602325267042627,7.937253933193772,8.366600265340756,8.18535277187245,8.246211251235321,60.0,62.0,63.0,61.0,64.0,51.0,67.0,70.0,65.0,58.0,54.0,46.0,43.0,60.0,67.0,55.0,58.0,4.2626798770413155,4.174387269895637,4.07753744390572,4.189654742026425,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,314432.0,405224.0,405224.0,357911.0,493039.0,456533.0,438976.0,438976.0,7.54983443527075,7.483314773547883,8.306623862918075,8.18535277187245,8.831760866327848,8.774964387392123,7.874007874011811,8.0,65.0,63.0,76.0,75.0,66.0,69.0,63.0,75.0,74.0,56.0,59.0,61.0,53.0,66.0,68.0,50.0,44.0,4.07753744390572,4.127134385045092,4.110873864173311,4.23410650459726,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,328509.0,421875.0,373248.0,438976.0,389017.0,405224.0,438976.0,389017.0,8.18535277187245,7.681145747868608,8.0,7.810249675906654,8.306623862918075,8.54400374531753,7.615773105863909,7.416198487095663,68.0,56.0,70.0,61.0,67.0,65.0,59.0,72.0,63.0,59.0,59.0,62.0,46.0,56.0,42.0,35.0,31.0,3.9512437185814275,3.58351893845611,4.04305126783455,3.871201010907891,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,343000.0,405224.0,357911.0,421875.0,438976.0,551368.0,389017.0,373248.0,8.0,8.426149773176359,8.06225774829855,8.306623862918075,8.18535277187245,8.306623862918075,7.681145747868608,8.18535277187245,66.0,67.0,68.0,70.0,69.0,71.0,65.0,65.0,68.0,63.0,66.0,66.0,64.0,67.0,75.0,63.0,61.0,4.219507705176107,4.23410650459726,4.189654742026425,4.330733340286331,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,97336.0,85184.0,300763.0,238328.0,438976.0,456533.0,195112.0,262144.0,8.48528137423857,8.12403840463596,7.745966692414834,7.681145747868608,8.306623862918075,8.246211251235321,7.280109889280518,7.937253933193772,56.0,56.0,69.0,69.0,69.0,68.0,59.0,66.0,77.0,62.0,63.0,64.0,64.0,35.0,44.0,35.0,43.0,3.6375861597263857,3.6888794541139363,4.04305126783455,3.871201010907891,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,262144.0,357911.0,166375.0,238328.0,300763.0,262144.0,300763.0,421875.0,8.426149773176359,8.426149773176359,7.810249675906654,8.12403840463596,8.660254037844387,8.54400374531753,8.06225774829855,8.306623862918075,39.0,39.0,62.0,59.0,68.0,64.0,56.0,43.0,36.0,75.0,64.0,75.0,74.0,73.0,74.0,59.0,70.0,3.6109179126442243,3.6888794541139363,3.970291913552122,3.7612001156935624,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,373248.0,551368.0,512000.0,551368.0,343000.0,474552.0,328509.0,405224.0,6.0,6.557438524302,7.483314773547883,7.937253933193772,7.14142842854285,7.810249675906654,7.54983443527075,7.810249675906654,57.0,63.0,60.0,67.0,61.0,61.0,68.0,59.0,73.0,35.0,33.0,24.0,17.0,33.0,38.0,13.0,9.0,4.143134726391533,4.204692619390966,4.2626798770413155,4.30406509320417,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,389017.0,373248.0,328509.0,493039.0,474552.0,438976.0,405224.0,421875.0,8.12403840463596,7.937253933193772,8.48528137423857,8.602325267042627,8.426149773176359,8.717797887081348,7.874007874011811,8.0,69.0,66.0,69.0,71.0,66.0,70.0,66.0,69.0,72.0,58.0,62.0,65.0,63.0,71.0,71.0,57.0,62.0,4.0943445622221,4.143134726391533,4.219507705176107,4.23410650459726,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,262144.0,238328.0,343000.0,343000.0,405224.0,456533.0,405224.0,373248.0,8.0,8.602325267042627,8.06225774829855,8.0,8.06225774829855,8.246211251235321,8.0,8.246211251235321,63.0,66.0,66.0,70.0,66.0,73.0,70.0,54.0,61.0,65.0,65.0,67.0,75.0,68.0,78.0,54.0,61.0,4.174387269895637,4.204692619390966,4.248495242049359,4.189654742026425,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,262144.0,157464.0,373248.0,205379.0,357911.0,262144.0,357911.0,238328.0,8.366600265340756,8.426149773176359,8.366600265340756,8.18535277187245,8.54400374531753,8.0,7.483314773547883,7.483314773547883,64.0,52.0,60.0,49.0,73.0,64.0,71.0,57.0,53.0,70.0,68.0,76.0,71.0,67.0,66.0,56.0,52.0,4.219507705176107,4.143134726391533,4.248495242049359,4.248495242049359,1
