2024-03-24 13:53:55,374 AutoFE.py:30 __init__ INFO | Namespace(cuda='0', epochs=300, ppo_epochs=20, episodes=10, file_name='lymphography', mode='classify', model='rf', metric='f1', seed=1, train_size=0.7, cv=5, shuffle=False, d_model=128, d_k=32, d_v=32, d_ff=64, n_heads=6, worker=1, steps_num=5, lr=0.0001, entropy_weight=0.0001, baseline_weight=0.95, gama=0.9, gae_lambda=0.95, batch_size=4, c_columns=['V0', 'V1', 'V2', 'V3', 'V4', 'V5', 'V6', 'V7', 'V8', 'V9', 'V10', 'V11', 'V12', 'V13', 'V14', 'V15', 'V16', 'V17'], d_columns=[], target='label')
2024-03-24 14:51:02,595 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:51:02,655 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:51:02,720 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:51:02,770 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:51:02,825 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:51:02,881 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:51:02,941 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:51:03,002 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:51:03,047 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:51:03,097 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:51:03,152 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:51:03,212 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:51:03,276 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:51:03,330 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:51:03,386 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:51:03,442 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:51:03,499 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:51:03,558 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:51:03,609 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:51:03,661 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:51:03,716 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:51:03,780 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:51:03,856 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:51:03,915 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:51:03,969 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:51:04,029 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:51:04,087 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:51:04,148 AutoFE.py:153 fit_attention INFO | worker1 ,results:[0.7963, 0.743, 0.4908, 0.5349, 0.6697],cv:[ 0.1        -0.06666667 -0.03333333  0.03448276 -0.03448276],
2024-03-24 14:51:04,149 AutoFE.py:153 fit_attention INFO | worker2 ,results:[0.663, 0.572, 0.7579, 0.7221, 0.4326],cv:[-0.03333333 -0.16666667  0.06666667  0.10344828 -0.13793103],
2024-03-24 14:51:04,149 AutoFE.py:153 fit_attention INFO | worker3 ,results:[0.5761, 0.5816, 0.5733, 0.7497, 0.4147],cv:[ 0.06666667 -0.1         0.          0.03448276 -0.24137931],
2024-03-24 14:51:04,149 AutoFE.py:153 fit_attention INFO | worker4 ,results:[0.6147, 0.6713, 0.4991, 0.5747, 0.4618],cv:[-0.03333333 -0.2         0.03333333  0.06896552 -0.06896552],
2024-03-24 14:51:04,149 AutoFE.py:153 fit_attention INFO | worker5 ,results:[0.8182, 0.7614, 0.7276, 0.6083, 0.6218],cv:[-0.06666667 -0.03333333  0.03333333  0.06896552 -0.06896552],
2024-03-24 14:51:04,149 AutoFE.py:153 fit_attention INFO | worker6 ,results:[0.4892, 0.6724, 0.5733, 0.474, 0.7152],cv:[ 0.06666667 -0.03333333  0.03333333  0.06896552 -0.06896552],
2024-03-24 14:51:04,149 AutoFE.py:153 fit_attention INFO | worker7 ,results:[0.5936, 0.5285, 0.5138, 0.5287, 0.5883],cv:[ 0.03333333 -0.13333333  0.06666667  0.03448276 -0.06896552],
2024-03-24 14:51:04,149 AutoFE.py:153 fit_attention INFO | worker8 ,results:[0.58, 0.654, 0.5851, 0.6269, 0.4198],cv:[ 0.1        -0.06666667  0.03333333 -0.13793103 -0.13793103],
2024-03-24 14:51:04,150 AutoFE.py:153 fit_attention INFO | worker9 ,results:[0.5386, 0.7515, 0.7156, 0.6214, 0.6671],cv:[ 0.06666667  0.         -0.03333333  0.06896552 -0.10344828],
2024-03-24 14:51:04,150 AutoFE.py:153 fit_attention INFO | worker10 ,results:[0.4561, 0.5853, 0.5515, 0.6269, 0.5894],cv:[ 0.1         0.          0.03333333  0.03448276 -0.20689655],
2024-03-24 14:51:04,150 AutoFE.py:170 fit_attention INFO | epoch:120,baseline:[0.61258 0.6521  0.5988  0.60676 0.55804],score_b:0.8041379310344826,scores_b:[0.76666667 0.86666667 0.76666667 0.75862069 0.86206897]
2024-03-24 14:51:04,150 AutoFE.py:176 fit_attention INFO | top_1:score:0.892183908045977
2024-03-24 14:51:04,150 AutoFE.py:176 fit_attention INFO | top_2:score:0.8719540229885059
2024-03-24 14:51:04,150 AutoFE.py:176 fit_attention INFO | top_3:score:0.8719540229885057
2024-03-24 14:51:04,150 AutoFE.py:176 fit_attention INFO | top_4:score:0.8717241379310344
2024-03-24 14:51:04,150 AutoFE.py:176 fit_attention INFO | top_5:score:0.8717241379310344
2024-03-24 14:51:05,143 ppo.py:150 update INFO | total_loss_c:0.8091075780049185,actor_loss:0.8824920678690295,entory_loss:-0.07338448613882065
2024-03-24 14:51:06,316 ppo.py:150 update INFO | total_loss_c:0.8052455127075655,actor_loss:0.8786399043932898,entory_loss:-0.07339439541101456
2024-03-24 14:51:07,485 ppo.py:150 update INFO | total_loss_c:0.7950070499298022,actor_loss:0.8684166713473247,entory_loss:-0.07340962439775467
2024-03-24 14:51:08,672 ppo.py:150 update INFO | total_loss_c:0.7790716935684355,actor_loss:0.8525012102713259,entory_loss:-0.07342951744794846
2024-03-24 14:51:09,838 ppo.py:150 update INFO | total_loss_c:0.7580462213060172,actor_loss:0.8314996893903525,entory_loss:-0.07345346361398697
2024-03-24 14:51:11,065 ppo.py:150 update INFO | total_loss_c:0.7324707451129566,actor_loss:0.8059516529405724,entory_loss:-0.07348090410232544
2024-03-24 14:51:12,270 ppo.py:150 update INFO | total_loss_c:0.7028255044587933,actor_loss:0.7763368210860574,entory_loss:-0.07351132482290268
2024-03-24 14:51:13,461 ppo.py:150 update INFO | total_loss_c:0.6695378304332888,actor_loss:0.7430820614904559,entory_loss:-0.0735442265868187
2024-03-24 14:51:14,647 ppo.py:150 update INFO | total_loss_c:0.632988030128349,actor_loss:0.7065672580526959,entory_loss:-0.07357922941446304
2024-03-24 14:51:15,864 ppo.py:150 update INFO | total_loss_c:0.5935157284211808,actor_loss:0.6671316608857805,entory_loss:-0.07361593097448349
2024-03-24 14:51:17,095 ppo.py:150 update INFO | total_loss_c:0.5514391066770568,actor_loss:0.6250931130986228,entory_loss:-0.07365401089191437
2024-03-24 14:51:18,404 ppo.py:150 update INFO | total_loss_c:0.5074790323279855,actor_loss:0.5811720544599054,entory_loss:-0.07369302958250046
2024-03-24 14:51:19,590 ppo.py:150 update INFO | total_loss_c:0.46164700309535417,actor_loss:0.535379454444851,entory_loss:-0.07373245060443878
2024-03-24 14:51:20,749 ppo.py:150 update INFO | total_loss_c:0.41440504784259197,actor_loss:0.48817719141516086,entory_loss:-0.07377214729785919
2024-03-24 14:51:21,943 ppo.py:150 update INFO | total_loss_c:0.3658471371374121,actor_loss:0.43965875910138996,entory_loss:-0.0738116204738617
2024-03-24 14:51:23,162 ppo.py:150 update INFO | total_loss_c:0.31604411203031635,actor_loss:0.38989469829564194,entory_loss:-0.0738505944609642
2024-03-24 14:51:24,346 ppo.py:150 update INFO | total_loss_c:0.2652501194140399,actor_loss:0.3391389301380599,entory_loss:-0.07388880848884583
2024-03-24 14:51:25,512 ppo.py:150 update INFO | total_loss_c:0.21391198021856345,actor_loss:0.2878378396996597,entory_loss:-0.07392585277557373
2024-03-24 14:51:26,682 ppo.py:150 update INFO | total_loss_c:0.16212971094013895,actor_loss:0.2360908243334457,entory_loss:-0.07396111637353897
2024-03-24 14:51:27,852 ppo.py:150 update INFO | total_loss_c:0.11085915574259762,actor_loss:0.18485321336812977,entory_loss:-0.07399406284093857
2024-03-24 14:51:29,950 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:51:29,995 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:51:30,044 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:51:30,095 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:51:30,147 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:51:30,205 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:51:30,251 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:51:30,297 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:51:30,348 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:51:30,402 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:51:30,457 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:51:30,502 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:51:30,548 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:51:30,598 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:51:30,650 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:51:30,709 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:51:30,756 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:51:30,806 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:51:30,856 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:51:30,909 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:51:30,969 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:51:31,014 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:51:31,060 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:51:31,110 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:51:31,165 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:51:31,220 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:51:31,264 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:51:31,312 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:51:31,361 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:51:31,413 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:51:31,467 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:51:31,514 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:51:31,560 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:51:31,610 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:51:31,665 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:51:31,724 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:51:31,769 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:51:31,817 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:51:31,869 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:51:31,920 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:51:31,979 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:51:32,023 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:51:32,071 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:51:32,120 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:51:32,171 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:51:32,230 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:51:32,274 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:51:32,323 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:51:32,372 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:51:32,428 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:51:32,485 AutoFE.py:153 fit_attention INFO | worker1 ,results:[0.6057, 0.3651, 0.654, 0.4379, 0.634],cv:[ 0.06666667 -0.06666667  0.          0.10344828 -0.10344828],
2024-03-24 14:51:32,485 AutoFE.py:153 fit_attention INFO | worker2 ,results:[0.7566, 0.6257, 0.7483, 0.8184, 0.7899],cv:[ 0.06666667  0.          0.          0.06896552 -0.03448276],
2024-03-24 14:51:32,485 AutoFE.py:153 fit_attention INFO | worker3 ,results:[0.7621, 0.8375, 0.7067, 0.743, 0.6005],cv:[ 0.1        -0.1         0.03333333  0.06896552 -0.10344828],
2024-03-24 14:51:32,485 AutoFE.py:153 fit_attention INFO | worker4 ,results:[0.6823, 0.5538, 0.5547, 0.7028, 0.7136],cv:[ 0.1         0.          0.03333333  0.03448276 -0.10344828],
2024-03-24 14:51:32,485 AutoFE.py:153 fit_attention INFO | worker5 ,results:[0.7568, 0.4979, 0.7483, 0.6276, 0.7499],cv:[ 0.         -0.03333333  0.06666667  0.06896552 -0.03448276],
2024-03-24 14:51:32,485 AutoFE.py:153 fit_attention INFO | worker6 ,results:[0.6313, 0.5883, 0.6899, 0.6655, 0.7051],cv:[ 0.1        -0.13333333  0.06666667  0.13793103  0.        ],
2024-03-24 14:51:32,486 AutoFE.py:153 fit_attention INFO | worker7 ,results:[0.7317, 0.4549, 0.6069, 0.574, 0.6221],cv:[ 0.         -0.1         0.          0.10344828 -0.06896552],
2024-03-24 14:51:32,486 AutoFE.py:153 fit_attention INFO | worker8 ,results:[0.5439, 0.6067, 0.6124, 0.8099, 0.686],cv:[ 0.1         0.          0.03333333  0.10344828 -0.13793103],
2024-03-24 14:51:32,486 AutoFE.py:153 fit_attention INFO | worker9 ,results:[0.7579, 0.6018, 0.6257, 0.7625, 0.7837],cv:[ 0.1        -0.03333333  0.06666667  0.13793103 -0.03448276],
2024-03-24 14:51:32,486 AutoFE.py:153 fit_attention INFO | worker10 ,results:[0.5343, 0.5483, 0.6736, 0.6685, 0.5336],cv:[ 0.03333333 -0.13333333  0.          0.03448276 -0.10344828],
2024-03-24 14:51:32,486 AutoFE.py:170 fit_attention INFO | epoch:121,baseline:[0.67626 0.568   0.66205 0.68101 0.68184],score_b:0.8041379310344826,scores_b:[0.76666667 0.86666667 0.76666667 0.75862069 0.86206897]
2024-03-24 14:51:32,487 AutoFE.py:176 fit_attention INFO | top_1:score:0.892183908045977
2024-03-24 14:51:32,487 AutoFE.py:176 fit_attention INFO | top_2:score:0.8719540229885059
2024-03-24 14:51:32,487 AutoFE.py:176 fit_attention INFO | top_3:score:0.8719540229885057
2024-03-24 14:51:32,487 AutoFE.py:176 fit_attention INFO | top_4:score:0.8717241379310344
2024-03-24 14:51:32,487 AutoFE.py:176 fit_attention INFO | top_5:score:0.8717241379310344
2024-03-24 14:51:33,457 ppo.py:150 update INFO | total_loss_c:-17.707351868132555,actor_loss:-17.633280019740067,entory_loss:-0.07407184690237045
2024-03-24 14:51:34,653 ppo.py:150 update INFO | total_loss_c:-17.716302524454203,actor_loss:-17.642203366703598,entory_loss:-0.07409916073083878
2024-03-24 14:51:35,840 ppo.py:150 update INFO | total_loss_c:-17.737833700798365,actor_loss:-17.663709024064158,entory_loss:-0.07412467896938324
2024-03-24 14:51:37,037 ppo.py:150 update INFO | total_loss_c:-17.770621561397913,actor_loss:-17.69647302641452,entory_loss:-0.07414853572845459
2024-03-24 14:51:38,253 ppo.py:150 update INFO | total_loss_c:-17.813496054589177,actor_loss:-17.739325218527938,entory_loss:-0.07417082786560059
2024-03-24 14:51:39,479 ppo.py:150 update INFO | total_loss_c:-17.865423641339085,actor_loss:-17.791231970474264,entory_loss:-0.07419168204069138
2024-03-24 14:51:40,679 ppo.py:150 update INFO | total_loss_c:-17.925487607695796,actor_loss:-17.851276492305736,entory_loss:-0.07421111315488815
2024-03-24 14:51:41,837 ppo.py:150 update INFO | total_loss_c:-17.992876328441138,actor_loss:-17.91864709547424,entory_loss:-0.07422923296689987
2024-03-24 14:51:43,224 ppo.py:150 update INFO | total_loss_c:-18.066869487784007,actor_loss:-17.992623400113683,entory_loss:-0.07424608618021011
2024-03-24 14:51:44,589 ppo.py:150 update INFO | total_loss_c:-18.146827863720915,actor_loss:-18.072566141752265,entory_loss:-0.07426172494888306
2024-03-24 14:51:45,803 ppo.py:150 update INFO | total_loss_c:-18.232185306484975,actor_loss:-18.157909126664677,entory_loss:-0.07427618652582169
2024-03-24 14:51:46,995 ppo.py:150 update INFO | total_loss_c:-18.322396205021935,actor_loss:-18.2481067057987,entory_loss:-0.07428949326276779
2024-03-24 14:51:48,179 ppo.py:150 update INFO | total_loss_c:-18.414554592791223,actor_loss:-18.340252880576276,entory_loss:-0.07430171221494675
2024-03-24 14:51:49,393 ppo.py:150 update INFO | total_loss_c:-18.50969843343493,actor_loss:-18.435385688400235,entory_loss:-0.07431274652481079
2024-03-24 14:51:50,589 ppo.py:150 update INFO | total_loss_c:-18.607338913179248,actor_loss:-18.533016284204333,entory_loss:-0.07432262599468231
2024-03-24 14:51:51,817 ppo.py:150 update INFO | total_loss_c:-18.706631069071257,actor_loss:-18.632299928553067,entory_loss:-0.0743311420083046
2024-03-24 14:51:53,041 ppo.py:150 update INFO | total_loss_c:-18.805443800960926,actor_loss:-18.731105468397285,entory_loss:-0.07433833181858063
2024-03-24 14:51:54,278 ppo.py:150 update INFO | total_loss_c:-18.903998017601097,actor_loss:-18.82965350329074,entory_loss:-0.07434450834989548
2024-03-24 14:51:55,558 ppo.py:150 update INFO | total_loss_c:-19.001972172140793,actor_loss:-18.927622530340866,entory_loss:-0.07434964179992676
2024-03-24 14:51:56,791 ppo.py:150 update INFO | total_loss_c:-19.096270585075587,actor_loss:-19.021917008624047,entory_loss:-0.07435356825590134
2024-03-24 14:51:58,848 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:51:58,893 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:51:58,939 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:51:58,987 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:51:59,036 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:51:59,091 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:51:59,135 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:51:59,179 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:51:59,226 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:51:59,276 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:51:59,331 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:51:59,376 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:51:59,422 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:51:59,469 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:51:59,519 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:51:59,574 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:51:59,619 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:51:59,664 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:51:59,713 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:51:59,764 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:51:59,819 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:51:59,865 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:51:59,913 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:51:59,963 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:52:00,016 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:52:00,072 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:52:00,117 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:52:00,165 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:52:00,215 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:52:00,267 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:52:00,324 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:52:00,369 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:52:00,415 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:52:00,463 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:52:00,515 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:52:00,570 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:52:00,615 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:52:00,662 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:52:00,712 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:52:00,764 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:52:00,822 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:52:00,866 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:52:00,916 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:52:00,964 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:52:01,016 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:52:01,072 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:52:01,116 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:52:01,163 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:52:01,211 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:52:01,263 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:52:01,319 AutoFE.py:153 fit_attention INFO | worker1 ,results:[0.4589, 0.7303, 0.7375, 0.7078, 0.6943],cv:[ 0.06666667 -0.03333333  0.06666667  0.13793103 -0.10344828],
2024-03-24 14:52:01,320 AutoFE.py:153 fit_attention INFO | worker2 ,results:[0.6149, 0.7506, 0.7002, 0.7708, 0.514],cv:[ 0.06666667 -0.1        -0.06666667  0.10344828 -0.10344828],
2024-03-24 14:52:01,320 AutoFE.py:153 fit_attention INFO | worker3 ,results:[0.6189, 0.6071, 0.6267, 0.5959, 0.58],cv:[ 0.06666667 -0.1         0.03333333  0.         -0.10344828],
2024-03-24 14:52:01,320 AutoFE.py:153 fit_attention INFO | worker4 ,results:[0.4655, 0.8046, 0.5761, 0.5386, 0.5234],cv:[ 0.1        -0.23333333  0.          0.10344828 -0.03448276],
2024-03-24 14:52:01,320 AutoFE.py:153 fit_attention INFO | worker5 ,results:[0.5333, 0.7416, 0.612, 0.7513, 0.4977],cv:[ 0.03333333 -0.1         0.          0.06896552 -0.17241379],
2024-03-24 14:52:01,320 AutoFE.py:153 fit_attention INFO | worker6 ,results:[0.668, 0.5883, 0.5949, 0.6848, 0.5126],cv:[ 0.         -0.13333333  0.06666667  0.10344828 -0.13793103],
2024-03-24 14:52:01,320 AutoFE.py:153 fit_attention INFO | worker7 ,results:[0.5191, 0.8308, 0.7363, 0.6218, 0.6883],cv:[ 0.          0.         -0.03333333  0.03448276 -0.06896552],
2024-03-24 14:52:01,320 AutoFE.py:153 fit_attention INFO | worker8 ,results:[0.6267, 0.6352, 0.6894, 0.6777, 0.5308],cv:[ 0.03333333 -0.06666667  0.          0.03448276 -0.17241379],
2024-03-24 14:52:01,320 AutoFE.py:153 fit_attention INFO | worker9 ,results:[0.6648, 0.6763, 0.6349, 0.6172, 0.3786],cv:[-0.03333333 -0.2         0.1        -0.06896552 -0.06896552],
2024-03-24 14:52:01,320 AutoFE.py:153 fit_attention INFO | worker10 ,results:[0.6034, 0.6462, 0.712, 0.6434, 0.5676],cv:[ 0.03333333 -0.13333333  0.06666667  0.13793103 -0.10344828],
2024-03-24 14:52:01,320 AutoFE.py:170 fit_attention INFO | epoch:122,baseline:[0.57735 0.7011  0.662   0.66093 0.54873],score_b:0.8041379310344826,scores_b:[0.76666667 0.86666667 0.76666667 0.75862069 0.86206897]
2024-03-24 14:52:01,320 AutoFE.py:176 fit_attention INFO | top_1:score:0.892183908045977
2024-03-24 14:52:01,320 AutoFE.py:176 fit_attention INFO | top_2:score:0.8719540229885059
2024-03-24 14:52:01,320 AutoFE.py:176 fit_attention INFO | top_3:score:0.8719540229885057
2024-03-24 14:52:01,320 AutoFE.py:176 fit_attention INFO | top_4:score:0.8717241379310344
2024-03-24 14:52:01,320 AutoFE.py:176 fit_attention INFO | top_5:score:0.8717241379310344
2024-03-24 14:52:02,323 ppo.py:150 update INFO | total_loss_c:-1.1003825387480486,actor_loss:-1.026144122940563,entory_loss:-0.07423841953277588
2024-03-24 14:52:03,545 ppo.py:150 update INFO | total_loss_c:-1.108150869460826,actor_loss:-1.0339089854080725,entory_loss:-0.07424189150333405
2024-03-24 14:52:04,777 ppo.py:150 update INFO | total_loss_c:-1.1199491642144423,actor_loss:-1.0457033470001917,entory_loss:-0.07424581795930862
