Text,FirstPerson,InnerThinking,ThinkPositive,ThinkNegative,ThinkAhead,ThinkBack,Reasoning,Share_SocTies,Direct_Activity,Interacting,Notifying,LinearGuidance,WordPicture,SpaceInterval,Motion,PastEvents,TimeInterval,ShiftingEvents,Text_Coverage,Genre,Counter,Corpus,label
469,1.95,1.48,0.74,1.3,1.04,0.65,2.43,0.78,0.17,1.17,1.3,9.17,8.95,2.87,1.04,4.95,1.09,1.04,42.12,5,470.0,0,13
470,0.41,3.95,0.64,1.06,1.29,0.87,3.45,1.19,0.23,4.37,2.16,4.87,6.85,2.07,0.74,1.42,1.01,1.38,37.96,5,471.0,0,13
471,2.46,2.88,0.85,0.81,1.15,0.42,2.76,1.44,0.3,0.81,2.97,6.28,6.36,1.1,0.38,1.78,1.31,0.51,34.57,5,472.0,0,13
472,4.83,2.93,0.85,1.65,0.76,0.89,2.8,1.65,0.08,1.48,2.5,6.02,4.96,1.82,0.25,2.37,1.15,1.87,38.86,5,473.0,0,13
473,1.27,3.12,1.27,0.82,1.48,1.39,1.97,1.48,0.25,2.26,1.68,10.95,5.99,1.11,0.7,2.62,1.07,1.11,40.54,5,474.0,0,13
474,0.64,2.45,0.34,2.79,0.64,0.52,1.72,1.59,0.34,1.33,1.37,9.66,8.84,2.58,2.32,3.74,0.86,1.25,42.98,5,475.0,0,13
475,2.17,3.71,0.87,1.42,1.18,1.18,3.0,0.95,0.28,2.21,1.74,8.95,5.21,2.09,0.35,3.51,0.87,0.75,40.44,5,476.0,0,13
476,0.81,3.04,0.97,1.5,0.93,1.05,2.6,1.18,0.28,1.22,1.83,9.25,6.33,1.54,0.53,3.41,1.05,1.05,38.57,5,477.0,0,13
477,1.04,2.13,0.8,1.12,0.76,0.48,2.57,1.16,0.24,2.09,1.2,9.43,8.99,2.45,1.16,3.37,0.96,0.72,40.67,5,478.0,0,13
478,0.31,3.33,1.49,2.41,1.23,1.1,4.34,1.4,0.09,0.96,2.81,6.23,4.56,0.57,0.22,2.76,0.79,1.14,35.74,5,479.0,0,13
479,3.01,3.96,0.87,2.15,1.4,1.03,3.26,1.07,0.17,1.36,1.73,7.26,4.5,1.2,0.41,2.64,1.2,0.41,37.63,5,480.0,0,13
480,4.58,3.59,0.62,0.99,1.48,0.74,3.96,1.53,0.37,1.98,2.35,6.22,3.59,1.11,0.49,2.23,1.03,0.87,37.73,5,481.0,0,13
481,5.61,2.95,1.58,1.25,0.67,0.33,4.07,1.25,0.12,1.04,1.54,6.15,5.99,1.66,0.83,2.78,0.67,1.16,39.65,5,482.0,0,13
482,0.52,3.74,0.68,1.15,1.19,1.23,2.35,1.91,0.24,0.8,1.87,6.88,7.99,2.58,0.36,2.66,1.19,0.76,38.1,5,483.0,0,13
483,5.5,3.56,1.86,0.95,1.12,0.54,4.26,1.61,0.17,1.32,1.9,7.24,4.59,1.7,0.33,2.19,0.87,0.87,40.58,5,484.0,0,13
484,0.71,2.89,0.83,1.15,0.99,0.71,2.26,1.23,0.32,1.82,1.67,7.73,10.03,1.78,0.52,3.05,0.83,0.79,39.31,5,485.0,0,13
485,0.76,1.88,0.24,1.24,1.04,0.16,2.28,0.52,0.12,2.52,1.92,9.08,5.76,2.56,1.12,3.76,0.6,1.56,37.12,5,486.0,0,13
486,0.56,2.39,0.87,1.48,1.35,0.95,2.82,1.13,0.13,0.43,2.43,8.77,5.69,1.48,0.74,3.69,1.52,1.43,37.86,5,487.0,0,13
487,4.61,2.22,0.94,1.79,0.81,0.56,2.13,1.49,0.13,0.98,1.79,4.65,8.45,2.13,0.9,2.9,1.15,0.94,38.57,5,488.0,0,13
488,0.66,2.96,0.7,1.19,0.91,0.58,3.29,1.36,0.37,2.35,1.65,8.48,6.3,1.32,0.45,3.29,0.86,0.49,37.21,5,489.0,0,13
489,0.26,3.39,0.86,2.23,1.5,1.33,2.75,1.33,0.21,0.47,2.36,8.54,6.05,2.1,0.64,4.21,1.37,1.24,40.84,5,490.0,0,13
490,1.65,2.39,1.03,2.02,1.2,0.54,2.81,1.94,0.5,1.61,2.06,5.98,4.13,0.87,0.58,2.64,0.45,0.87,33.27,5,491.0,0,13
491,0.82,2.58,0.69,2.1,1.37,1.12,2.96,1.07,0.09,0.34,2.19,4.85,5.8,1.76,0.3,3.39,1.03,1.07,33.53,6,492.0,0,14
492,1.86,3.0,1.44,1.01,0.72,1.14,3.76,1.31,0.13,0.63,2.2,4.86,7.94,1.14,0.55,2.11,1.27,0.97,36.04,6,493.0,0,14
493,3.5,3.5,1.17,2.37,0.78,0.23,2.49,2.02,0.04,0.66,1.67,4.67,4.32,0.62,0.62,1.91,1.48,0.74,32.79,6,494.0,0,14
494,0.31,3.56,0.48,1.28,1.36,0.7,3.08,0.79,0.26,1.85,2.37,7.04,4.84,2.68,0.48,3.08,1.58,1.36,37.1,6,495.0,0,14
495,1.47,2.29,0.86,0.94,0.57,0.45,2.86,1.47,0.37,1.59,2.37,9.19,6.17,0.94,0.41,2.94,1.1,1.14,37.13,6,496.0,0,14
496,1.77,2.46,0.81,2.13,0.97,0.16,2.13,1.37,0.2,1.41,3.1,7.37,3.38,1.17,0.64,2.01,0.89,1.05,33.02,6,497.0,0,14
497,1.15,3.62,2.18,1.11,0.9,0.99,2.8,1.23,0.16,1.27,2.26,10.07,4.44,1.36,1.15,3.95,0.74,1.36,40.74,6,498.0,0,14
498,0.55,2.9,1.26,1.68,0.59,0.42,2.15,1.81,0.04,0.29,2.52,3.87,5.47,1.35,0.59,0.93,1.47,0.88,28.77,6,499.0,0,14
499,1.59,2.41,0.52,2.11,1.16,0.3,2.67,1.51,0.17,3.01,2.15,3.49,6.89,1.55,1.08,1.59,1.25,0.69,34.14,6,500.0,0,14
500,0.39,1.61,0.69,1.09,1.74,0.82,1.82,2.0,0.22,0.3,2.08,6.29,7.25,1.0,0.56,2.78,1.48,1.17,33.29,0,501.0,1,15
501,0.35,2.21,0.65,1.38,1.64,0.43,2.9,2.38,0.04,0.61,2.25,6.75,5.84,1.04,0.52,1.64,1.73,0.95,33.31,0,502.0,1,15
502,0.04,2.57,0.7,2.22,1.09,0.96,2.26,1.57,0.09,0.22,2.61,4.09,6.48,1.57,1.0,2.17,1.57,0.91,32.12,0,503.0,1,15
503,0.0,3.06,1.15,2.04,1.06,0.47,1.78,3.57,0.13,0.38,2.72,3.4,7.3,0.89,0.42,1.4,1.02,0.51,31.3,0,504.0,1,15
504,0.09,2.17,0.51,1.49,1.36,0.68,2.64,2.3,0.3,0.17,2.34,5.45,8.73,0.72,0.34,1.53,2.09,0.77,33.68,0,505.0,1,15
505,0.17,2.44,0.97,1.31,1.01,0.63,2.32,2.74,0.21,0.38,2.4,3.92,5.6,1.18,0.59,0.97,0.88,0.55,28.27,0,506.0,1,15
506,0.34,2.27,0.64,1.03,1.54,0.47,3.25,1.58,0.26,0.86,2.78,6.11,3.08,1.24,0.86,1.45,1.33,1.37,30.46,0,507.0,1,15
507,0.39,1.79,0.66,0.83,1.05,0.09,1.14,0.57,0.22,0.04,2.45,4.11,3.02,3.19,0.87,3.94,1.62,1.09,27.07,0,508.0,1,15
508,0.9,2.58,0.65,0.86,2.28,0.47,2.02,1.55,0.26,0.22,2.28,6.2,3.23,1.08,0.43,1.55,1.46,1.25,29.27,0,509.0,1,15
509,0.85,2.26,0.77,2.17,1.92,0.43,2.3,1.15,0.43,0.6,2.69,6.86,3.62,0.72,0.47,1.83,1.32,0.98,31.37,0,510.0,1,15
510,0.57,1.95,0.65,0.81,1.18,0.49,2.07,1.91,0.12,0.16,1.95,5.07,3.69,1.13,0.53,2.11,1.46,0.73,26.58,0,511.0,1,15
511,0.09,3.16,0.57,1.84,1.4,1.45,2.72,2.77,0.22,0.22,2.59,4.04,5.79,1.14,0.44,1.27,1.19,1.01,31.91,0,512.0,1,15
512,0.38,2.49,1.06,1.31,1.14,0.38,2.83,1.27,0.38,0.38,2.37,3.59,5.53,1.31,0.72,1.99,1.01,1.14,29.28,0,513.0,1,15
513,1.99,3.31,0.55,1.19,1.53,0.51,2.75,0.97,0.17,0.93,3.14,8.14,3.31,0.93,0.68,2.12,1.31,0.64,34.17,0,514.0,1,15
514,0.43,2.16,0.43,1.77,1.21,0.65,2.76,2.46,0.09,0.35,2.72,6.64,5.22,0.52,0.43,1.81,1.38,1.55,32.58,0,515.0,1,15
515,1.55,2.22,0.55,1.43,1.3,0.42,2.39,1.72,0.17,0.59,1.76,6.5,7.3,0.55,0.42,2.06,0.88,1.01,32.82,0,516.0,1,15
516,0.0,1.72,0.88,2.02,0.76,0.38,1.98,1.43,0.29,0.38,2.23,4.5,5.76,0.55,0.42,2.86,1.18,1.26,28.6,0,517.0,1,15
517,0.04,1.64,0.78,0.9,2.5,0.69,1.98,2.24,0.17,0.09,2.41,6.16,5.04,0.78,0.09,1.51,1.46,0.82,29.3,0,518.0,1,15
518,0.0,1.55,0.31,1.77,1.37,0.93,1.73,1.42,0.53,0.27,1.9,4.43,6.69,1.24,0.27,2.3,1.73,1.15,29.59,0,519.0,1,15
519,0.09,1.13,0.39,0.74,2.43,0.43,1.52,2.04,0.3,0.04,3.04,7.03,6.46,0.48,0.3,1.48,1.91,0.61,30.42,0,520.0,1,15
520,1.06,2.04,0.3,1.23,0.85,0.34,1.61,0.85,0.34,0.13,2.68,8.07,7.6,1.49,0.42,2.89,1.15,1.02,34.07,0,521.0,1,15
521,0.29,2.24,0.66,0.75,1.45,0.58,2.16,1.45,0.04,0.37,2.28,5.86,4.9,1.08,0.37,1.12,1.5,0.58,27.68,0,522.0,1,15
522,0.09,2.1,0.44,0.92,2.15,0.7,2.67,2.85,0.31,0.26,2.02,5.26,5.3,0.92,0.26,2.06,1.18,1.4,30.89,0,523.0,1,15
523,0.65,2.38,0.43,1.73,2.21,0.35,2.68,1.43,0.3,0.39,2.34,6.97,5.63,0.48,0.3,2.34,2.34,1.34,34.29,0,524.0,1,15
524,0.13,2.35,0.46,1.34,1.81,0.46,2.06,1.18,0.13,0.42,2.06,5.21,8.74,1.6,0.59,2.27,1.43,0.84,33.08,0,525.0,1,15
525,0.13,1.47,0.71,1.34,1.26,0.42,1.72,1.68,0.13,0.13,2.43,5.75,8.18,0.67,0.13,2.43,0.97,0.63,30.18,0,526.0,1,15
526,0.0,1.34,0.73,1.9,1.64,0.82,1.81,2.46,0.13,0.17,2.07,4.1,5.78,1.04,0.35,2.07,1.17,0.91,28.49,0,527.0,1,15
527,0.21,2.37,0.59,1.52,1.52,0.76,1.82,1.39,0.04,0.04,2.45,5.49,3.72,0.8,0.8,1.82,1.73,0.8,27.87,0,528.0,1,15
528,0.08,2.23,0.46,1.05,1.68,0.71,2.14,1.55,0.17,0.38,2.35,5.84,5.04,0.34,0.21,1.39,1.13,0.92,27.67,0,529.0,1,15
529,0.04,1.59,0.29,1.21,0.88,0.25,3.01,1.63,0.13,0.04,2.38,4.55,2.8,1.21,0.46,1.67,1.71,0.58,24.43,0,530.0,1,15
530,0.0,2.33,0.83,0.71,1.87,0.58,2.7,1.37,0.21,0.46,2.37,4.2,4.37,0.46,0.42,1.29,1.54,1.0,26.71,0,531.0,1,15
531,0.21,2.58,0.88,1.25,0.92,0.29,1.67,1.58,0.17,0.88,2.5,4.5,7.59,1.29,0.25,1.88,0.75,0.5,29.69,0,532.0,1,15
532,0.04,1.83,0.72,0.68,1.02,0.38,1.36,1.15,0.09,0.09,2.72,3.28,7.11,1.06,0.43,2.17,1.66,0.72,26.51,0,533.0,1,15
533,0.09,2.4,1.76,1.46,1.2,0.73,2.53,2.23,0.47,0.17,2.92,4.59,2.96,1.12,0.56,1.72,1.03,1.37,29.31,0,534.0,1,15
534,0.39,2.53,1.16,1.03,1.07,0.39,2.36,1.67,0.43,0.56,2.78,4.41,6.17,0.86,0.39,0.51,0.94,0.6,28.25,0,535.0,1,15
535,1.83,2.03,1.46,0.45,1.06,0.37,2.07,1.75,0.16,0.65,2.11,10.69,4.55,0.98,0.69,3.37,1.54,1.02,36.78,0,536.0,1,15
536,1.0,3.0,0.92,1.29,1.67,0.67,3.5,2.08,0.42,1.42,3.21,4.33,3.83,0.83,0.5,0.67,1.21,0.67,31.22,0,537.0,1,15
537,0.25,2.85,0.95,0.78,0.99,0.21,2.07,1.82,0.17,0.29,2.73,3.97,6.36,0.37,0.58,1.82,1.53,0.95,28.69,0,538.0,1,15
538,0.22,2.93,1.05,2.36,0.96,0.18,2.45,1.93,0.13,0.18,2.58,5.25,7.36,1.44,0.26,2.1,1.23,0.57,33.18,0,539.0,1,15
539,0.09,2.0,0.38,1.83,1.66,0.68,1.53,1.96,0.21,0.04,1.87,5.11,6.3,1.41,0.72,2.17,1.36,0.77,30.09,0,540.0,1,15
540,0.17,3.77,0.55,1.02,1.48,0.47,2.79,1.27,0.25,0.55,2.88,6.22,4.7,0.64,0.64,1.06,1.52,0.97,30.95,0,541.0,1,15
541,0.22,2.97,0.47,0.77,1.16,1.16,2.11,1.81,0.04,0.39,3.18,5.16,4.82,1.03,0.34,1.51,1.81,0.6,29.55,0,542.0,1,15
542,0.0,2.66,0.34,1.16,1.46,0.69,2.06,2.19,0.26,0.13,2.79,5.58,4.34,0.95,0.26,1.29,1.33,1.12,28.61,0,543.0,1,15
543,0.0,2.1,0.3,2.48,1.75,0.86,1.93,2.23,0.26,0.09,2.01,4.28,5.73,0.81,0.21,1.63,1.8,0.86,29.33,0,544.0,1,15
544,0.13,2.46,0.96,1.62,1.58,0.44,2.37,2.81,0.61,0.35,2.41,3.73,5.96,1.05,0.44,1.45,1.27,0.92,30.56,7,545.0,1,16
545,0.0,2.77,0.95,1.51,1.56,0.56,2.55,2.68,0.43,0.35,2.64,3.03,4.11,0.78,0.52,0.99,1.21,0.56,27.2,7,546.0,1,16
546,1.14,3.16,0.46,2.61,0.84,0.55,2.74,2.02,0.17,2.23,2.11,3.66,6.02,0.63,0.51,1.73,0.93,0.8,32.31,7,547.0,1,16
547,0.3,2.58,1.2,1.81,1.16,0.43,2.28,2.75,0.39,0.43,2.15,4.64,6.1,0.73,0.56,1.76,1.12,0.77,31.16,7,548.0,1,16
548,0.49,3.55,0.58,1.91,1.78,0.31,3.6,3.29,0.22,1.6,2.75,5.73,6.04,0.62,0.22,0.89,0.89,0.4,34.87,7,549.0,1,16
549,0.56,2.84,0.6,1.55,1.68,0.56,2.97,2.23,0.3,0.95,1.8,4.56,6.66,0.77,0.47,2.02,1.8,0.69,33.01,7,550.0,1,16
550,0.61,4.02,0.65,1.35,2.01,0.65,2.97,2.27,0.09,0.74,2.71,2.36,5.76,1.27,0.7,1.44,1.31,1.09,32.0,7,551.0,1,16
551,0.0,2.62,0.31,2.0,2.31,0.58,3.73,3.38,0.44,0.36,3.78,2.49,4.14,0.8,0.31,1.33,1.2,0.44,30.22,7,552.0,1,16
552,1.19,3.01,1.02,2.51,1.4,0.38,3.01,2.76,0.34,0.81,2.93,4.54,6.58,0.81,0.34,0.72,1.27,0.76,34.38,7,553.0,1,16
553,0.08,2.44,0.57,1.79,0.97,0.49,1.5,2.15,0.16,0.57,2.07,3.94,3.09,0.61,0.24,1.83,1.3,0.53,24.33,7,554.0,1,16
554,0.97,2.88,0.93,2.33,1.27,1.14,2.79,2.66,0.34,0.72,2.28,4.95,6.39,0.76,0.25,1.57,1.27,0.85,34.35,7,555.0,1,16
555,0.04,3.21,0.91,2.08,1.73,0.56,3.9,2.99,0.3,0.43,2.6,3.25,5.37,0.52,0.43,2.08,1.6,0.56,32.56,7,556.0,1,16
556,0.04,2.22,1.03,2.14,1.5,0.47,2.26,4.23,0.34,0.21,2.69,2.99,3.93,0.6,0.38,1.28,0.9,0.56,27.77,7,557.0,1,16
557,1.04,2.52,0.56,2.0,1.74,0.35,2.91,2.35,0.3,0.78,2.91,3.08,4.39,0.83,0.26,1.43,1.04,0.35,28.84,7,558.0,1,16
558,0.78,2.77,0.52,1.56,1.43,0.26,3.11,3.33,0.73,0.82,2.25,2.72,5.57,0.73,0.52,0.78,0.86,0.43,29.17,7,559.0,1,16
559,0.88,3.18,0.35,1.77,1.77,0.22,2.52,2.34,0.66,1.5,3.05,2.25,4.32,1.32,0.44,1.02,1.63,0.57,29.79,7,560.0,1,16
560,1.43,3.65,0.71,1.76,1.09,0.5,2.73,3.32,0.46,0.38,2.85,3.36,3.06,0.71,0.04,1.13,0.92,0.42,28.52,7,561.0,1,16
561,0.69,2.49,0.56,1.8,1.25,0.52,2.92,1.85,0.56,1.25,2.84,2.71,5.03,1.07,0.34,1.29,0.99,0.52,28.68,7,562.0,1,16
562,0.13,2.1,0.66,1.53,2.14,0.22,2.45,3.41,0.61,1.05,3.19,2.84,3.72,0.61,0.17,0.87,1.53,0.57,27.8,7,563.0,1,16
563,1.92,2.62,0.9,2.21,0.78,0.29,2.33,3.27,0.29,0.86,2.04,3.43,4.54,0.49,0.25,1.31,1.47,0.45,29.45,7,564.0,1,16
564,0.0,2.82,0.62,1.72,2.07,0.4,3.17,3.26,0.88,0.84,2.33,2.95,4.54,0.84,0.66,0.93,2.38,1.15,31.56,7,565.0,1,16
565,0.04,2.33,0.69,1.34,1.03,0.52,3.62,2.46,0.26,0.47,2.8,3.53,4.31,1.12,0.52,1.34,1.47,0.86,28.71,7,566.0,1,16
566,0.0,2.41,0.44,1.75,1.53,0.53,2.63,2.06,0.22,0.44,2.8,4.07,4.03,1.14,1.09,1.71,1.01,0.83,28.69,7,567.0,1,16
567,0.39,3.07,0.82,1.73,1.73,0.47,3.41,2.37,0.39,0.26,2.68,5.61,4.36,0.73,0.26,2.03,1.86,0.47,32.64,7,568.0,1,16
568,0.0,3.51,0.85,2.11,1.71,0.72,4.0,3.01,0.31,0.81,2.43,3.46,5.48,1.03,0.27,1.12,0.9,0.63,32.35,7,569.0,1,16
569,0.52,2.38,0.95,0.74,1.3,0.87,1.82,1.52,0.22,0.65,2.82,5.2,4.85,0.87,0.35,2.04,2.34,0.95,30.39,7,570.0,1,16
570,0.0,2.91,0.69,1.56,1.82,0.87,3.3,2.69,0.3,0.61,2.78,3.17,4.34,1.08,0.61,1.13,1.0,0.74,29.6,7,571.0,1,16
571,0.24,2.44,0.94,1.51,0.37,0.2,2.53,1.83,0.08,0.57,2.12,3.58,7.62,1.1,0.45,1.79,1.34,0.73,29.44,8,572.0,1,17
572,0.22,2.84,1.12,1.16,0.65,0.6,2.32,1.81,0.13,0.43,2.67,3.53,6.58,0.99,0.9,1.64,1.38,0.77,29.74,8,573.0,1,17
573,0.54,2.09,1.05,0.75,0.84,0.46,1.8,1.59,0.08,0.25,2.13,4.56,7.95,1.09,0.33,1.72,0.79,0.59,28.61,8,574.0,1,17
574,0.17,2.95,0.84,1.94,0.97,0.42,2.61,1.85,0.42,0.3,2.61,5.52,5.27,0.51,0.46,1.64,1.01,0.89,30.38,8,575.0,1,17
575,0.08,2.85,1.07,1.2,0.74,0.12,2.1,1.28,0.0,0.17,2.97,2.89,6.56,1.28,0.62,1.32,0.99,0.5,26.74,8,576.0,1,17
576,0.26,2.44,1.67,1.42,1.03,0.51,2.83,2.96,0.3,0.6,1.89,4.67,6.56,0.94,0.43,1.42,1.67,0.9,32.5,8,577.0,1,17
577,0.47,2.61,1.11,0.77,0.51,0.6,2.27,1.41,0.21,0.69,2.19,4.07,10.37,1.37,0.6,2.1,0.73,0.81,32.89,8,578.0,1,17
578,0.53,2.68,0.61,1.46,0.89,1.14,2.44,1.67,0.2,0.57,1.87,5.44,10.16,1.46,1.02,1.83,0.61,0.89,35.47,8,579.0,1,17
579,0.17,2.32,0.72,1.98,0.67,0.29,1.47,1.05,0.0,0.34,3.12,4.0,5.73,1.47,0.97,1.14,1.31,1.09,27.84,8,580.0,1,17
580,0.72,1.95,0.89,2.58,1.14,0.59,1.78,1.69,0.0,0.21,2.37,4.99,5.46,0.93,0.38,1.48,1.31,1.65,30.12,8,581.0,1,17
581,0.17,3.36,1.09,2.23,0.8,0.5,3.24,2.35,0.17,0.63,2.65,4.67,7.19,1.22,0.76,2.57,0.88,0.55,35.03,8,582.0,1,17
582,0.47,3.0,1.67,1.88,0.86,0.26,2.27,1.76,0.13,0.39,3.17,3.68,8.44,1.03,0.69,0.86,1.37,0.51,32.44,8,583.0,1,17
583,0.22,3.32,1.85,1.51,0.69,0.26,2.33,1.72,0.17,0.95,2.03,5.91,6.64,0.69,0.56,1.47,1.51,0.52,32.35,8,584.0,1,17
584,0.04,2.19,1.33,1.49,0.66,0.37,1.7,2.61,0.08,0.29,2.61,5.18,6.0,0.99,0.21,1.66,1.16,0.87,29.44,8,585.0,1,17
585,0.0,2.38,0.82,1.38,0.56,0.17,1.47,1.77,0.09,0.04,3.29,3.16,4.33,0.65,0.48,1.3,1.17,0.48,23.54,8,586.0,1,17
586,0.08,1.33,0.92,1.37,1.29,0.25,1.75,1.83,0.37,0.33,2.54,3.08,5.79,1.29,0.37,0.62,0.75,0.5,24.46,8,587.0,1,17
587,0.0,2.5,0.56,2.02,1.33,0.43,1.94,2.02,0.22,0.43,2.32,3.7,7.44,0.86,0.43,1.03,1.08,0.73,29.04,8,588.0,1,17
588,0.31,3.04,0.35,1.41,1.01,0.4,2.33,4.88,0.26,0.18,3.61,3.39,2.2,0.31,0.22,1.14,0.84,0.57,26.45,9,589.0,1,18
589,0.52,4.12,0.4,0.48,0.68,0.28,2.48,2.44,0.32,2.48,3.4,4.43,2.68,0.56,0.16,1.32,0.8,0.44,27.99,9,590.0,1,18
590,0.22,3.05,1.21,1.3,0.85,0.54,3.46,3.55,0.13,0.04,3.91,2.92,4.85,0.63,0.31,2.2,0.85,0.36,30.38,9,591.0,1,18
591,0.58,4.36,0.4,1.78,2.18,0.53,4.85,4.09,0.62,0.49,3.56,4.36,1.78,0.27,0.04,0.98,0.4,0.27,31.54,9,592.0,1,18
592,0.17,3.35,0.47,0.39,0.52,0.34,3.44,2.24,0.13,0.09,4.39,3.48,3.91,0.86,0.3,1.12,1.03,0.99,27.22,9,593.0,1,18
593,0.04,2.56,0.53,1.46,1.01,0.66,2.73,3.53,0.22,0.04,2.78,3.26,3.93,0.79,0.09,2.73,1.9,0.62,28.88,9,594.0,1,18
594,0.94,2.66,0.73,0.99,0.47,0.26,3.18,2.75,0.39,0.43,2.75,4.21,3.91,0.64,0.17,0.86,0.99,0.56,26.89,9,595.0,1,18
595,0.0,2.06,0.64,1.55,1.8,0.21,2.58,2.1,0.34,0.13,2.88,5.06,4.94,0.52,0.17,3.13,1.89,0.39,30.39,9,596.0,1,18
596,1.27,2.63,1.44,1.15,1.7,0.3,2.46,3.35,0.72,2.37,3.05,5.17,4.71,1.15,0.42,1.53,1.27,0.55,35.24,9,597.0,1,18
597,0.17,2.36,0.7,0.79,0.83,0.26,3.05,3.53,0.22,0.17,3.4,3.66,2.71,0.39,0.09,0.83,1.09,0.57,24.82,9,598.0,1,18
598,0.09,3.31,0.3,0.77,1.25,0.47,2.58,3.09,0.0,0.43,3.05,3.69,2.06,0.6,0.17,0.86,1.25,0.39,24.36,9,599.0,1,18
599,0.08,3.46,0.67,1.01,1.18,0.13,2.15,2.19,0.08,0.34,2.57,5.53,5.4,0.76,0.08,1.39,1.64,0.59,29.25,9,600.0,1,18
600,0.22,2.29,2.81,2.38,1.12,0.3,2.55,4.75,0.26,0.3,2.29,4.36,2.81,0.6,0.35,1.3,1.25,0.17,30.11,9,601.0,1,18
601,0.59,3.09,1.14,2.83,0.93,0.3,3.38,3.63,0.17,0.42,2.07,4.1,3.85,0.8,0.34,0.68,0.8,0.72,29.84,9,602.0,1,18
602,0.55,2.9,0.51,1.28,0.81,0.43,2.69,3.59,0.3,0.6,3.76,3.97,2.6,0.94,0.13,2.35,1.32,0.6,29.33,9,603.0,1,18
603,0.0,2.2,0.57,2.2,1.05,0.7,3.03,2.77,0.31,0.26,2.55,3.69,5.32,0.97,0.13,1.67,1.58,0.75,29.75,9,604.0,1,18
604,0.0,1.75,0.47,0.51,1.02,0.26,2.05,3.03,0.3,0.21,3.58,3.84,4.9,0.72,0.09,3.07,1.58,1.02,28.4,9,605.0,1,18
605,1.21,2.42,1.29,0.58,1.09,0.25,2.38,1.29,0.13,0.33,3.13,6.81,5.6,1.21,1.67,2.21,1.88,0.92,34.4,10,606.0,1,19
606,1.13,3.17,0.45,0.63,2.22,0.45,2.63,0.86,0.05,0.68,2.54,2.72,9.24,2.67,1.5,0.91,1.68,1.54,35.07,10,607.0,1,19
607,0.26,2.62,1.5,0.34,0.69,0.17,2.02,1.55,0.13,0.13,2.06,4.73,7.31,1.38,0.34,1.72,0.73,0.69,28.37,10,608.0,1,19
608,1.77,3.33,0.8,1.22,1.1,0.13,3.46,1.27,0.25,1.94,2.91,5.23,4.9,1.01,0.25,0.97,1.18,0.63,32.35,10,609.0,1,19
609,0.0,1.82,0.76,0.72,0.93,0.68,1.95,1.19,0.17,0.38,2.84,2.71,8.51,2.29,0.85,2.03,1.48,1.06,30.37,10,610.0,1,19
610,0.72,2.06,0.93,0.17,1.18,0.51,1.98,0.88,2.31,0.51,1.43,1.64,15.66,1.3,0.76,1.98,1.35,0.72,36.09,10,611.0,1,19
611,0.67,1.92,0.92,0.29,0.84,0.29,0.84,1.51,1.17,1.51,2.01,2.59,11.59,1.72,1.63,1.13,1.09,0.54,32.26,10,612.0,1,19
612,0.38,2.12,0.76,2.08,1.32,0.51,2.04,1.7,0.08,0.42,2.38,4.5,4.79,1.74,0.59,3.35,1.1,1.15,31.01,10,613.0,1,19
613,0.38,3.09,0.89,0.72,1.48,0.04,2.71,0.8,1.4,2.2,2.66,1.44,7.66,2.62,0.97,1.23,1.06,1.02,32.37,10,614.0,1,19
614,0.0,2.45,0.67,2.62,1.51,0.4,2.54,2.14,0.44,0.36,2.58,2.45,3.69,0.98,0.71,3.02,2.8,0.71,30.07,10,615.0,1,19
615,0.6,1.54,2.06,0.47,1.24,0.21,1.88,2.14,0.39,0.6,2.53,5.14,10.28,2.66,0.73,1.5,0.64,0.81,35.42,10,616.0,1,19
616,0.26,3.34,0.94,1.8,1.24,0.21,2.91,2.61,0.34,1.33,2.01,2.91,9.99,0.94,0.86,1.2,0.81,1.07,34.77,10,617.0,1,19
617,1.41,2.51,0.48,0.48,1.63,0.13,2.55,1.36,0.79,1.72,3.25,2.15,6.77,1.41,0.44,1.36,1.76,0.62,30.82,10,618.0,1,19
618,0.41,1.51,1.35,0.41,0.49,0.04,1.31,0.98,0.16,0.82,1.92,1.43,10.66,2.25,0.94,1.1,0.86,0.45,27.09,10,619.0,1,19
619,0.13,1.77,0.65,0.35,0.99,0.35,1.94,1.29,0.35,0.17,3.02,4.88,4.36,0.56,0.22,3.37,1.73,0.86,26.99,10,620.0,1,19
620,4.18,3.57,1.41,0.53,1.01,0.13,2.6,1.81,0.22,0.26,3.52,3.3,7.13,1.28,1.19,0.79,1.32,0.88,35.13,10,621.0,1,19
621,0.6,2.31,1.63,0.43,0.51,0.6,2.65,1.71,0.13,0.47,2.7,5.48,5.61,0.94,1.07,1.41,1.16,0.6,30.01,10,622.0,1,19
622,0.0,3.85,0.49,0.72,2.24,0.22,1.7,2.24,0.85,2.29,3.36,2.02,5.42,0.99,1.03,0.99,0.99,0.76,30.16,10,623.0,1,19
623,0.04,1.02,0.34,0.3,1.19,0.51,0.85,2.3,0.09,0.17,3.36,2.38,4.68,1.32,0.04,1.87,4.21,0.55,25.22,10,624.0,1,19
624,0.29,1.29,0.58,0.54,0.91,0.29,2.12,1.58,0.04,0.17,1.62,5.49,9.39,1.58,0.75,1.21,1.25,0.54,29.64,10,625.0,1,19
625,0.04,2.4,0.63,1.47,0.97,0.59,2.82,2.31,0.38,0.71,3.07,2.86,5.05,0.59,0.84,1.47,1.14,0.42,27.76,10,626.0,1,19
